Position Title,Date,Apply,Work Model,Location,Company,Company Size,Company Industry,Salary,Qualifications,H1b Sponsored,Is New Grad
Software Engineer Graduate (Applied Machine Learning - Orchestration) - 2026 Start (PhD),2025-11-15,https://jobright.ai/jobs/info/68c7beda369c3763c743b518?utm_source=1100&utm_campaign=Software Engineering,On Site,"San Jose, CA",ByteDance,10000+,"Content,Data Mining",$119K-$259K /yr,"1. Currently pursuing a PhD in Software Development, Computer Science, Computer Engineering, or a related technical discipline.
2. Proficient in C/C++/Python/Golang, and have solid programming skills(e.g. algorithms and data structures).
3. Familiar with deep learning frameworks (TensorFlow/Pytorch).
4. Ability to work independently and complete projects from beginning to end and in a timely manner.
5. Good communication and teamwork skills to clearly communicate technical concepts with other teammates.",not sure,yes
Machine Learning Engineer Graduate (E-Commerce Risk Control)- 2026 Start (BS/MS),2025-11-15,https://jobright.ai/jobs/info/68c78e0f7d0db4114273d806?utm_source=1100&utm_campaign=Software Engineering,On Site,"San Jose, CA",ByteDance,10000+,"Content,Data Mining",$119K-$177K /yr,"1. Bachelor's degree or above in Computer Science, Engineering, Operations Research, or related fields.
2. Final year or recent graduate with a background in Computer Science, Computer Engineering, or a related technical discipline
3. Proficiency in modern machine learning theories and applications, including ensemble trees, deep neural networks, transfer/multi-task learning, reinforcement learning, graph theory, and unsupervised learning.
4. Experience with Python, SQL/Hive, and Hadoop
5. Strong understanding of data structures and algorithms, with excellent problem-solving ability
...",not sure,yes
Software Engineer Graduate (AI Infra Compute) - 2026 Start (PhD),2025-11-15,https://jobright.ai/jobs/info/68cdd60eb2a74e1837edcc67?utm_source=1100&utm_campaign=Software Engineering,On Site,"San Jose, CA",ByteDance,10000+,"Content,Data Mining",$137K-$259K /yr,"1. PhD in Computer Science, Computer Engineering, or a related technical discipline.
2. Experience with at least one of the following areas: LLM training infra, including optimizations for various post-training workloads such as RL training, knowledge distillation, etc.
3. Experience with at least one of the following areas: LLM inference infra, including inference engine performance improvements, more efficient execution parallelism, GPU kernel optimizations, etc.
4. Experience with at least one of the following areas: AI Agent Infra, including computer-use agents, coding agents, agent memory, agent sandbox, etc.
5. Commit to proactive continuous learning, demonstrate enthusiasm for AI technologies, and exhibit a strong ability to quickly grasp and apply new technologies.
...",not sure,yes
Frontend Software Engineer Graduate (Global E-commerce) - 2026 Start (BS/MS),2025-11-15,https://jobright.ai/jobs/info/690ca8344a1b456627b1a100?utm_source=1100&utm_campaign=Software Engineering,On Site,"Seattle, WA",ByteDance,10000+,"Content,Data Mining",$113K-$178K /yr,"1. Bachelor's or Master's degree in Computer Science or related technical discipline.
2. Familiarity with frontend development, including: Languages: JavaScript/Typescript/HTML/CSS
3. Frontend frameworks: React/Vue/Angular
4. Packaging frameworks: Webpack/Rollup/BaBel/AST/Gulp
5. Familiar with key concepts like functional and asynchronous programming, closures and types, layouts, specificity, animation, cross browser compatibility, data security and accessibility.
...",not sure,yes
"BEST - Technical Sales - Security Systems - Cranberry Township, PA-",2025-11-15,https://jobright.ai/jobs/info/68e4dfc51852e62f0080aa4c?utm_source=1100&utm_campaign=Software Engineering,On Site,"Cranberry Township, PA",Johnson Controls,10000+,"Industrial Engineering,Physical Security",$60K-$83K /yr,"1. Currently pursuing a Bachelor’s degree in Business, or equivalent and graduating by December 2025 or June 2026
2. Strong analytical ability to solve problems and ability to learn quickly
3. Ability to manage multiple projects and cross-functional teams with minimum guidance
4. Strong communication and teamwork skills
5. U.S. Citizenship or Permanent Residency",no,
Machine Learning Engineer Graduate (E-Commerce Knowledge Graph - CV/Multimodal/NLP) -2026 Start (BS/MS),2025-11-15,https://jobright.ai/jobs/info/68c7aa5cc96a22563ecf3e21?utm_source=1100&utm_campaign=Software Engineering,On Site,"San Jose, CA",ByteDance,10000+,"Content,Data Mining",$119K-$177K /yr,"1. Bachelor's degree or above final year or recent graduate with a background in Software Development, Computer Science, Computer Engineering, or a related technical discipline.
2. Must obtain work authorization in country of employment at the time of hire, and maintain ongoing work authorization during employment.
3. Passion or exposure to areas like machine learning, NLP (Natural Language Processing), multimodal systems, and computer vision.
4. Familiarity with or coursework related to programming languages like C++, Python, Go, or Java.
5. Strong teamwork and communication skills. Any hands-on experience or group projects in relevant technical scenarios will be a plus!",not sure,yes
"Research Scientist Graduate, (Distributed NoSQL Database Systems) - 2026 Start (PhD)",2025-11-15,https://jobright.ai/jobs/info/68cba46d9e3a822f5d249b19?utm_source=1100&utm_campaign=Software Engineering,On Site,"Seattle, WA",ByteDance,10000+,"Content,Data Mining",$130K-$246K /yr,"1. Final year or recent graduate with a background in software development, computer science, computer engineering, or related technical discipline.
2. Ph.D. in Computer Science or related fields with strong database systems or AI research experience.
3. Proficiency in one or more programming languages (C, C++, Java, Go, Python, Rust) with strong coding skills in a Linux environment.
4. Deep understanding of database principles, distributed system design, and multi-threaded programming, with hands-on experience in distributed storage and computing technologies.
5. Strong knowledge of distributed consensus algorithms, with experience in database kernel development.
...",not sure,yes
"BEST - Technical Sales - HVAC Controls - Honolulu, HI",2025-11-15,https://jobright.ai/jobs/info/68e418a5b99ec3563b0e5c82?utm_source=1100&utm_campaign=Software Engineering,On Site,"Honolulu, HI",Johnson Controls,10000+,"Industrial Engineering,Physical Security",$60K-$83K /yr,"1. Currently pursuing an Engineering bachelor’s degree and graduating by December 2025 or June 2026
2. Strong analytical ability to solve programs and ability to learn quickly
3. Ability to manage multiple projects and cross-functional teams with minimum guidance
4. Strong communication and teamwork skills
5. U.S. Citizenship or Permanent Residency",no,
"BEST - Technical Sales - Security Systems - Jacksonville, FL",2025-11-15,https://jobright.ai/jobs/info/68ef18c3a1a1d02df61e91ed?utm_source=1100&utm_campaign=Software Engineering,On Site,"Jacksonville, FL",Johnson Controls,10000+,"Industrial Engineering,Physical Security",$60K-$83K /yr,"1. Currently pursuing a Bachelor’s degree in Business, or equivalent and graduating by December 2025 or June 2026
2. Strong analytical ability to solve problems and ability to learn quickly
3. Ability to manage multiple projects and cross-functional teams with minimum guidance
4. Strong communication and teamwork skills
5. U.S. Citizenship or Permanent Residency",no,
Software Engineer I,2025-11-15,https://jobright.ai/jobs/info/68e0280db99ec3563b0cc95e?utm_source=1100&utm_campaign=Software Engineering,Remote,United States,Fanatics,10000+,"eSports,Manufacturing",$96K-$162K /yr,"1. 1-4 years of professional experience building backend systems or APIs, ideally in fast-paced or data-rich environments
2. 2+ years of experience with Java or Kotlin; experience with Kafka, Databricks, and Snowflake are a plus
3. Experience and willingness to learn Kotlin Multiplatform and Mobile app development is a plus.
4. Strong understanding of microservices architecture and REST API design principles
5. Experience working with databases (MongoDB, or similar) and comfortable with data modeling and caching strategies
...",no,
SOC 1 Analyst,2025-11-15,https://jobright.ai/jobs/info/69205872a49a885af9a38eec?utm_source=1100&utm_campaign=Software Engineering,On Site,"Nashville, TN",Clearwater,101-250,"Computer,Health Care",$45000-$55000 /yr,"1. Demonstrated interest in cybersecurity and/or IT security through coursework, labs, certifications, or self-study
2. Experience with basic computer, networking, and security concepts
3. Experience in troubleshooting in a technical environment",no,
Customer Technical Support,2025-11-15,https://jobright.ai/jobs/info/68fbf81b93c49825ab10816b?utm_source=1100&utm_campaign=Software Engineering,Hybrid,United States,Circana,5001-10000,Market Research,$84K-$94K /yr,"1. Bachelor’s degree in computer science, Information Technology, Engineering, or related field (or equivalent hands-on experience).
2. Prior experience in technical support, help desk, or client success roles (ideally with SaaS, enterprise or AI/tech products).
3. Ability to manage multiple client priorities with professionalism and efficiency.
4. Excellent verbal and written communication skills with the ability to explain technical issues to non-technical users.
5. Strong problem-solving skills with the ability to diagnose issues across applications, APIs, and integrations.
...",not sure,
AI Trainer - Concierge (Remote),2025-11-15,https://jobright.ai/jobs/info/69124d53c98948514c47a4e2?utm_source=1100&utm_campaign=Software Engineering,Remote,"Multi Location
United States
New York, NY",Prolific,101-250,"Artificial Intelligence (AI),Crowdsourcing",$40-$75 /hr,"1. Verified status as a Concierge (e.g., by providing a professional profile that shows both educational and professional experience)
2. Recent clinical experience and comfort evaluating clinical reasoning and decision-making
3. Willingness to complete a short skills/eligibility screener to join our Domain Expert pool
4. Strong attention to detail and the ability to focus on complex tasks for up to one hour
5. A reliable, fast internet connection and access to a computer
...",not sure,
Forward Deployed Software Engineer - New Grad,2025-11-15,https://jobright.ai/jobs/info/68ccce1cfa466330fef91804?utm_source=1100&utm_campaign=Software Engineering,On Site,"Washington, DC",Applied Intuition,1001-5000,"Artificial Intelligence (AI),Autonomous Vehicles",$100K-$130K /yr,"1. Strong engineering background, preferred in fields such as Computer Engineering, Computer Science, Electrical Engineering
2. Proficiency in programming languages such as C++, Python
3. Experience supporting integration and deployment of complex systems
4. Experience taking initiative in a fast-paced environment
5. Excellent communication skills and focus on solving customer problems
...",no,yes
Associate Data Analyst,2025-11-15,https://jobright.ai/jobs/info/69173eb9bcdbf3560c9c65b3?utm_source=1100&utm_campaign=Software Engineering,On Site,"Santa Fe, NM",New Mexico Department of Health,,Health Care,$55K-$83K /yr,"1. High School diploma or equivalent
2. six (6) months of experience directly related to the position in research, statistics, computer science, data analysis, accounting, auditing, finance, economics, business, public administration, budgeting, management, and/or systems analysis or related professional certification as determined by the hiring agency
3. Must possess and maintain a valid Driver's License
4. Must possess and maintain a current Defensive Driving Course Certificate from the State of New Mexico or must pass and receive Defensive Driving Course Certification within six (6) months of date of hire as a condition of continued employment
5. Ability to communicate effectively with outside entities and internal partners
...",not sure,yes
US_Systems Analyst,2025-11-15,https://jobright.ai/jobs/info/69184f1915b4156367181680?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Ridgefield, CT",Boehringer Ingelheim,10000+,"Biotechnology,Health Care",$60K-$97K /yr,"1. Associate or Bachelor's degree, from an accredited institution preferably in Computer Science or MIS with zero 0 - 2 years of relevant experience; or relevant Business or IT experience with 2+ years
2. Ability to work independently and in a team; problem-solving mindset and attention to detail
3. Initial experience with physical security technologies (e.g., site security operations, infrastructure alarming, security communications)
4. Familiarity with Security / Facility Management Systems (e.g., Winguard)
5. Background in technology and/or physical security systems; configuration, deployment, and maintenance experience is a plus
...",not sure,yes
Backend Engineer (United States & Canada),2025-11-15,https://jobright.ai/jobs/info/68f6fa9b76a51a4307bdfd59?utm_source=1100&utm_campaign=Software Engineering,Remote,United States,CoinTracker,51-100,"Blockchain,Compliance",$121K-$175K /yr,"1. Demonstrated ability to drive business impact
2. Hungry and motivated about making progress towards our mission of Enabling everyone in the world to use crypto with peace of mind.
3. Say what you believe. Do what you say.
4. Able to clearly talk about the details and also zoom out to the bigger picture
5. Strong CS fundamentals, including algorithms, data structures, system design, and distributed systems
...",not sure,
Business Consultant - Testing,2025-11-15,https://jobright.ai/jobs/info/6918486abcdbf3560c9d10c9?utm_source=1100&utm_campaign=Software Engineering,On Site,"Rochester, NY",Perficient,5001-10000,"Consulting,Information Technology",$46K-$102K /yr,"1. Bachelor’s Degree
2. 1-3 years of professional business analysis experience, with strong relationship management, account management, and support experience.
3. Experience working with external clients.
4. Knowledge of Agile and iterative development methodologies.
5. Understanding of current technologies and Software Development Lifecycle (SDLC)
...",not sure,
Quality Assurance Technician,2025-11-15,https://jobright.ai/jobs/info/691846d415b4156367181074?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Avon, NY",Barilla Group,5001-10000,Food Processing,$21.53-$21.53 /hr,"1. A high school diploma/GED is required for this position
2. One Year Of Previous Lab Experience Is Required
3. The individual must possess basic algebra/general math skills
4. The individual must be an organized self-starter who has the ability to manage time and multi-task while working without constant, direct supervision
5. Excellent knowledge of computers or experience with Microsoft Office, especially Word and Excel, is required
...",not sure,
Junior Systems Administrator,2025-11-15,https://jobright.ai/jobs/info/6920353f3f782d2f1afc3aac?utm_source=1100&utm_campaign=Software Engineering,On Site,"Denver, CO",Brinkman Construction,101-250,Real Estate,$65K-$85K /yr,"1. Associate’s or Bachelor’s degree in Information Technology, Computer Science, or related field (or equivalent experience).
2. 1-3 years of relevant experience in systems or network support
3. 5 years of work experience in an IT help desk role
4. Understanding of Windows Servers, Active Directory, Group Policy, virtualization, Microsoft Azure, Microsoft 365, Exchange, SQL, PowerShell, and Remote Desktop Services.
5. Strong customer service mindset and communication skills.
...",not sure,
"Backend Engineer, New Grad",2025-11-15,https://jobright.ai/jobs/info/6897e5ed73b3a600fe8a112f?utm_source=1100&utm_campaign=Software Engineering,On Site,"Palo Alto, CA",AppLovin,1001-5000,"Advertising,Developer Tools","$119,000-$179,000 /yr","1. Have 0-2+ years of experience and a minimum of a BS and/or MS in Computer Science
2. Have excellent knowledge of computer science fundamentals including data structures, algorithms, and coding
3. Professional experience with C++ and/or Java is a plus
4. Experience independently creating and maintaining projects",not sure,yes
System Administrator I (IT),2025-11-15,https://jobright.ai/jobs/info/6918410a45fb6f5ead8a3c2e?utm_source=1100&utm_campaign=Software Engineering,On Site,"Syracuse, NY, US",Steri-Pharma LLC,51-100,"Manufacturing,Medical",$25-$33.65 /hr,"1. A high school diploma/degree or GED
2. At least 1-3 years’ experience in an IT environment providing exceptional end-user support.
3. Experience in supporting a Microsoft environment including Windows 7 to 11, Microsoft Office, Microsoft 365.
4. Basic networking knowledge, Active Directory and application support.
5. Skill to use time management techniques in personal daily tasks and that of others.
...",not sure,
Technical Implementation Engineer I,2025-11-15,https://jobright.ai/jobs/info/691859a045fb6f5ead8a4d71?utm_source=1100&utm_campaign=Software Engineering,On Site,"Alpharetta, GA",Landis+Gyr,5001-10000,"Electronics,Energy",$73K-$90K /yr,"1. Bachelor of Science degree required
2. Strong analytical skills; able to complete methodical root cause analysis and troubleshoot technical issues
3. Highly adaptable in a dynamic work environment
4. Accustomed to working in an environment driven by high standards for service and system delivery
5. Excellent team player; self-starter with the ability to work unsupervised
...",not sure,
Web Developer (Remote),2025-11-15,https://jobright.ai/jobs/info/692076be00c9ee50eaec3fd9?utm_source=1100&utm_campaign=Software Engineering,Remote,NC,RTI International,5001-10000,"Consulting,Education",$88K-$99K /yr,"1. At least 1 year of experience developing and maintaining interactive web applications
2. Demonstrated experience with HTML5 and CSS3
3. Demonstrated experience with TypeScript/JavaScript and web development (npm, jQuery, Bootstrap, or equivalent)
4. Experience with responsive design and UI/UX prototyping/wireframing tools
5. Experience using an object-oriented programming language (C#, Java)
...",no,
Client Support IT Specialist,2025-11-15,https://jobright.ai/jobs/info/691eac9c3f782d2f1afb6647?utm_source=1100&utm_campaign=Software Engineering,On Site,"Boston, MA",AVI-SPL,1001-5000,"Audio,Audio/Visual Equipment",$27-$35 /hr,"1. Bachelor's degree in Information Technology, Computer Science, or related field, or equivalent combination of education and experience
2. 1+ years of experience in technical support, customer service, or related roles
3. Experience supporting multiple operating systems (Windows, macOS, mobile OS)
4. Strong understanding of modern technology platforms and applications
5. Excellent interpersonal and communication skills with a customer-first mindset
...",not sure,
Application Support Specialist,2025-11-15,https://jobright.ai/jobs/info/691ead373f782d2f1afb6668?utm_source=1100&utm_campaign=Software Engineering,Remote,USA,G&A Partners,501-1000,"Consulting,Health Care",$24-$28 /hr,"1. 1-3 years of experience working in this role or similar capacity. Or an equivalent combination of education and experience.
2. Ability to multi-task.
3. Strong problem solver.
4. Understanding the immediacy of the client's needs.
5. Comfortable with a fast-paced environment.
...",not sure,
LAN Administrator Intermediate,2025-11-14,https://jobright.ai/jobs/info/691adad915b415636718b463?utm_source=1100&utm_campaign=Software Engineering,On Site,"Indianapolis, IN",State of Indiana,10000+,"Government,Information Services","$55,224-$55,224 /yr","1. a Bachelor's Degree and 1+ year of experience, or
2. an Associate's Degree and 2+ years of experience, or
3. at least 3+ years of experience applying the below, outlined knowledge, skills, and abilities in a similar role.
4. Related certifications and coursework may be considered for education or experience.
5. Specialized knowledge of network operating systems, designs, and protocols.
...",not sure,
Service Team Analyst III - Global Fix Experience - Merchant,2025-11-14,https://jobright.ai/jobs/info/69182e2815b415636717f76a?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Phoenix, AZ",Uber,10000+,"Logistics,Mobile Apps",$26.75-$26.75 /hr,"1. At least 1 year of experience in related field
2. Prior experience in technical troubleshooting and SQL
3. Intermediate data analysis and processing skills using spreadsheets with formulas
4. Automation Specialists will require Python
5. English language proficiency",not sure,
Data Engineer Analyst,2025-11-14,https://jobright.ai/jobs/info/691ad5f2bcdbf3560c9dae92?utm_source=1100&utm_campaign=Software Engineering,On Site,"Philadelphia, PA",Lincoln Financial,5001-10000,"Advice,Finance",$69K-$125K /yr,"1. 4 Year/Bachelor's degree or equivalent work experience (4 years of experience in lieu of Bachelor's) in Data Engineering (Minimum Required)
2. 1 - 3+ Years of data engineering experience, which can include internships while completing a degree.
3. Working knowledge of AWS services EKS, EC2, S3, Cloudwatch and others
4. Working knowledge of code based CICD ETL programs using Gitlab with AWS
5. Foundational knowledge of Dataiku or similar Data Science Modelling and Automation Platforms
...",not sure,
"Part-Time Reporting Specialist (GoHighLevel, Airtable & Hyros)",2025-11-14,https://jobright.ai/jobs/info/69182b7b15b415636717f3ff?utm_source=1100&utm_campaign=Software Engineering,Remote,"Marlboro Township, United States",Integrity First Funding,1-10,,$500-$700 /yr,"1. Experience using GoHighLevel, Airtable, and Hyros
2. Strong attention to detail and accuracy
3. Good understanding of lead tracking and attribution
4. Ability to work independently in a remote environment
5. Solid Google Sheets/Excel skills
...",not sure,
"Business Analysis, Junior Analyst",2025-11-14,https://jobright.ai/jobs/info/691ad55145fb6f5ead8adfcb?utm_source=1100&utm_campaign=Software Engineering,On Site,"Charleston, SC",The MIL Corporation,501-1000,"Financial Services,Information Services",$56K-$64K /yr,"1. Ability to Obtain a Top Secret
2. BA/BS
3. US Citizenship: Required
4. At least 1 year of relevant work experience.
5. Familiar with presenting technical business process solutions in an easy-to-understand manner for the client in both verbal and written form.
...",no,
Information Technology Help Desk Support (Service Desk Analyst) - Must Reside in California,2025-11-14,https://jobright.ai/jobs/info/691ec88c3f782d2f1afb6fa7?utm_source=1100&utm_campaign=Software Engineering,On Site,Greater Sacramento,California Department of Human Resources (CalHR),251-500,"Government,Human Resources","$$5,084-$$9,004 /mon","1. Must reside in California
2. Must provide acceptable documentation as shown on the Form I-9 to show identity and authorization to work
3. All interested applicants are required to submit a Statement of Qualifications (SOQ)
4. Current version of the State Examination/Employment Application STD Form 678 or the Electronic State Employment Application
5. Resume is required and must be included
...",no,
"Software Engineering, Associate",2025-11-14,https://jobright.ai/jobs/info/6918212115b415636717eee6?utm_source=1100&utm_campaign=Software Engineering,On Site,"Herndon, VA",Peraton,10000+,"Information Technology,Robotics",$80K-$128K /yr,"1. A Bachelor's degree in STEM related field, Masters with 0 years or High School with 4+ years experience
2. Active TS/SCI with poly
3. Programming Language Experience including - but not limited to - Java, Python (Poetry, Flask, etc.) and JavaScript (emphasis on React ecosystem libraries)
4. AWS technologies: Elasticsearch, PostgreSQL, EC2, S3, DynamoDB, DocumentDB
5. Experience using modern techniques such as REST, JSON, Spring, Spring Boot, JavaScript frameworks (e.g., JQuery, Angular, React), and Docker
...",no,yes
Data Scientist - Urology,2025-11-14,https://jobright.ai/jobs/info/6918579e45fb6f5ead8a4cc8?utm_source=1100&utm_campaign=Software Engineering,On Site,"Los Angeles, CA",UCLA Health,10000+,,$33-$69 /hr,"1. Bachelor’s degree in Statistics/Computer Science/Bioinformatics/Data Specification/ Data Science/Computational or equivalent combination of education and experience.
2. 1-2 years of experience in Statistics/Computer Science/Bioinformatics/Data Specification/ Data Science.
3. Knowledge of basic and multivariate statistics.
4. Knowledge of research design.
5. Competency in statistical software applications (e.g., R, SAS, STATA).
...",not sure,
AI Researcher,2025-11-14,https://jobright.ai/jobs/info/691816c515b415636717e9f9?utm_source=1100&utm_campaign=Software Engineering,Remote,"San Francisco, CA",Clariti,101-250,"Government,GovTech",$120K-$160K /yr,"1. Bachelor's degree or Master's degree in Computer Science, Mathematics, or a related analytical STEM field with specialization in machine learning
2. 1–3 years of hands-on experience in applied ML or research (flexible for strong academic backgrounds)
3. Demonstrated experience training and fine-tuning models from scratch using modern frameworks — including defining layer-level architectures, curating & cleaning datasets, tuning training parameters, and monitoring training/validation set performance
4. Proficiency in Python and C/C++
5. Proficiency with PyTorch, TensorFlow, JAX, or similar deep learning frameworks
...",not sure,
INFORMATION TECHNOLOGY SPECIALIST I,2025-11-14,https://jobright.ai/jobs/info/6918168a15b415636717e9e0?utm_source=1100&utm_campaign=Software Engineering,On Site,"Sacramento, CA",Caltrans District 3,101-250,,$6513-$10537 /mon,"1. Possession of a valid driver’s license is required when operating a state owned or leased vehicle.
2. Statement of Qualifications (SOQ) required. Failure to submit a SOQ will disqualify candidates from the hiring process.
3. Possession of Minimum Qualifications will be verified prior to interview and/or appointment.
4. If you are basing your eligibility on education, you must include your unofficial transcript(s)/diploma for verification.
5. Applicants with foreign transcripts/degrees must provide a transcript/degree U.S. equivalency report evaluation that indicates the number of units and degree to which the foreign coursework is equivalent.
...",not sure,
Networking and Software Solutions Engineer,2025-11-14,https://jobright.ai/jobs/info/691abca515b415636718a5b1?utm_source=1100&utm_campaign=Software Engineering,On Site,"San Jose, CA","Super Micro Computer Spain, S.L.",1001-5000,"Data Storage,Internet of Things",$108K-$123K /yr,"1. Bachelor’s or Master’s degree in Computer Science, Information Technology, or a related field.
2. 1–2 years of experience in networking, DevOps, or software engineering roles.
3. Working knowledge of data center networks and related protocols.
4. Python for scripting and tool development.
5. Quick learner with a passion for emerging technologies.
...",not sure,
Salesforce Developer - Entry-Level (On-Site),2025-11-14,https://jobright.ai/jobs/info/6918102bbcdbf3560c9ce2d8?utm_source=1100&utm_campaign=Software Engineering,On Site,"Multi Location
Atlanta, GA
Hoover, AL
Charlotte, NC",Regions Bank,10000+,"Banking,Insurance",$76K-$96K /yr,"1. Bachelor's degree in Computer Science, Computer Engineering or a related field
2. Ability to collaborate with programmers, developers, and other technology professionals to achieve a common objective
3. Ability to conduct system analysis to detect issues with performance
4. Ability to manage multiple projects simultaneously
5. Knowledge of software testing techniques, code optimization and software debugging
...",no,
GRC Analyst,2025-11-14,https://jobright.ai/jobs/info/691abc3915b415636718a411?utm_source=1100&utm_campaign=Software Engineering,On Site,"Iselin, NJ",Provident Bank,1001-5000,Financial Services,$32-$40 /hr,"1. 1-3 years’ experience in cybersecurity with exposure with various security frameworks.
2. Understanding of cybersecurity governance frameworks, Sarbanes Oxley (SOX) compliance requirements and IT General Controls (ITGC)
3. Information Security Governance experience or related training
4. Detail oriented with good organizational skills
5. Effective written and verbal communication skills
...",not sure,
"Associate, Pricing Tech Enablement",2025-11-14,https://jobright.ai/jobs/info/69180afd45fb6f5ead8a128c?utm_source=1100&utm_campaign=Software Engineering,On Site,"Multi Location
Boston, MA
St Louis, MO
Shreveport, LA
Nashville, TN
Grand Rapids, MI
Winston-Salem, NC
Tallahassee, FL
Albuquerque, NM
New Orleans, LA
Minneapolis, MN
Portland, OR
Des Moines, IA
Pittsburgh, PA
Memphis, TN
Detroit, MI
Charlotte, NC
Jacksonville, FL
Kansas City, MO
Anchorage, AK
Bentonville, AR
Greenville, SC
Cincinnati, OH
Knoxville, TN
Ashburn, VA
Richmond, VA
Honolulu, HI
Tampa, FL
Chicago, IL
Lincoln, NE
Las Vegas, NV
Hartford, CT
Washington, DC
Providence, RI
Boulder, CO",KPMG US,10000+,,$61800-$122800 /yr,"1. Minimum one year of recent experience in professional services/finance/IT is preferred
2. Bachelor's degree from an accredited college or university, preferably in Technology, IT, or Finance
3. Expert skills in Microsoft Office Suite (PowerPoint, Excel, Word, Outlook, Teams, Access)
4. Strong analytical and problem-solving skills
5. Excellent stakeholder management and communication skills, with the ability to engage senior leadership, influence change, and willingness to respectfully challenge groupthink in pursuit of strategic objectives
...",no,
"Software Engineer, WFM Product Development",2025-11-14,https://jobright.ai/jobs/info/69180aad45fb6f5ead8a126a?utm_source=1100&utm_campaign=Software Engineering,Remote,"Dallas, TX",Blue Yonder,5001-10000,,$72K-$105K /yr,"1. Legally authorized to work in the United States
2. Should not require, now or in the future, sponsorship for employment visa status",no,
"Configuration Test Analyst - Oracle Health (Hybrid in Kansas City, MO)",2025-11-14,https://jobright.ai/jobs/info/69180a2ebcdbf3560c9cdeb6?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Multi Location
Missouri, United States
Kansas City, MO
United States
Kansas, United States",Oracle,10000+,"Data Governance,Data Management",$25-$60 /hr,"1. Bachelor’s Degree (4-year) preferred
2. Receipt of the appropriate government security clearance card applicable for your position
3. Due to the client contract you will be assigned, this position requires you to be a U.S. citizen
4. Willing to travel up to 20% as needed
5. Work in accordance with corporate and organizational security policies and procedures, understand personal role in safeguarding corporate and client assets, and take appropriate action to prevent and report any compromises of security within scope of position
...",no,
INFORMATION TECHNOLOGY SPECIALIST I,2025-11-14,https://jobright.ai/jobs/info/6918097dbcdbf3560c9cde63?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Sacramento, CA",California Department of Insurance,1001-5000,"Auto Insurance,Health Insurance",$6513-$10537 /mon,"1. Experience with Content Management Systems
2. Training users on best practices in creating content
3. Working with customers on creating ADA-compliant web pages
4. Exam list eligibility
5. Transfer eligibility, if applicable, for current/former civil service employees
...",not sure,
Full Stack Engineer I - .NET / Azure,2025-11-14,https://jobright.ai/jobs/info/691ab29145fb6f5ead8ad048?utm_source=1100&utm_campaign=Software Engineering,On Site,"Chicago, IL",McDonald's,,,$76K-$95K /yr,"1. Bachelor’s degree in computer science, Engineering, or related field (or equivalent practical experience).
2. 0–2 years of experience in full stack development or internships/projects in similar areas.
3. Familiarity with .NET Core/.NET Framework, C#, and web technologies (HTML, CSS, JavaScript).
4. Basic understanding of RESTful APIs and microservices architecture.
5. Interest in IAM concepts and protocols (SAML, OAuth 2.0, OpenID Connect).
...",not sure,yes
Tier 1 Customer Service Analyst,2025-11-14,https://jobright.ai/jobs/info/691d52850b7dff7341502878?utm_source=1100&utm_campaign=Software Engineering,On Site,"McLean, VA","Executive 1 Holding Company, LLC",101-250,,$17.50-$17.50 /hr,"1. High School Diploma or GED
2. Strong verbal and written communication skills
3. Authorized to work in the United States
4. Ability to pass a Moderate Background Investigation
5. Ability to pass a SAMHSA Drug Screening test
...",no,
Software Engineer Backend/Platform Systems I (Full Time) – United States,2025-11-14,https://jobright.ai/jobs/info/6917f00245fb6f5ead8a0088?utm_source=1100&utm_campaign=Software Engineering,On Site,"Multi Location
Dallas, TX
Boston, MA
Atlanta, GA
Hillsboro, OR
Austin, TX
Alpharetta, GA
Fulton, MD",Cisco,10000+,"Communications Infrastructure,Enterprise Software",$104700-$153000 /yr,"1. Completion within the past 3 years, or current enrollment with expected completion within 12 months, of a relevant degree or certification program (e.g., Associate's, Apprenticeship, Boot Camp, specialized certification + 1 year relevant experience, High School Diploma + 2 years relevant experience), or Bachelor's degree + 0 years experience.
2. Proficiency in at least one backend programming language: C/C++, Java, or Go.
3. Experience designing and developing microservices and APIs.
4. Strong understanding of Linux and fundamental networking concepts (TCP/IP, DNS, DHCP).
5. Familiarity with cloud platforms such as AWS, Azure, or GCP.",not sure,yes
C++ Programming Tutor,2025-11-14,https://jobright.ai/jobs/info/6918039d45fb6f5ead8a0e0e?utm_source=1100&utm_campaign=Software Engineering,On Site,"Santa Monica, CA",Tutor Me Education,251-500,,$55-$55 /hr,"1. Must have C++ Programming Experience - REQUIRED.
2. Ability to pass a background check if required",not sure,
Software Engineer 1 - 23832 (FS Poly Required),2025-11-14,https://jobright.ai/jobs/info/691c061522a2cb4b9bd189b5?utm_source=1100&utm_campaign=Software Engineering,On Site,"Fort Meade, MD","Mission Technologies, a division of HII",5001-10000,,$65K-$107K /yr,"1. 0 years experience with Bachelors in related field; or High School Diploma or equivalent and 4 years relevant experience.
2. TS/SCI clearance with Full Scope Poly",no,yes
